tick,t_ms,joint,q,dq,q_traj,dq_traj,q_des,target,target_raw,q_env_lo,q_env_hi,lead,lead_sat,settle_error,phase,friction_mode,tau_p,tau_g,tau_f,tau_d,tau_ff_cmd,tau_meas,dq_mit,kp,kd,joint_stuck,planner_frozen
787,3935,right_shoulder_pitch,0.754358,-0.071890,0.773995,-0.500000,0.754358,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.754358,Cruise,traj_vel,0.000000,1.692960,-0.150000,-0.909216,0.633745,0.670187,-0.500000,8.000,2.000,0,0
788,3940,right_shoulder_pitch,0.753208,-0.071937,0.771495,-0.500000,0.753208,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.753208,Cruise,traj_vel,0.000000,1.690886,-0.150000,-0.895943,0.644943,0.668356,-0.500000,8.000,2.000,0,0
789,3945,right_shoulder_pitch,0.752441,-0.047937,0.768995,-0.500000,0.752441,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.752441,Cruise,traj_vel,0.000000,1.689503,-0.150000,-0.897989,0.641514,0.708640,-0.500000,8.000,2.000,0,0
790,3950,right_shoulder_pitch,0.751290,-0.071899,0.766495,-0.500000,0.751290,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.751290,Cruise,traj_vel,0.000000,1.687425,-0.150000,-0.887542,0.649883,0.747092,-0.500000,8.000,2.000,0,0
791,3955,right_shoulder_pitch,0.750140,-0.071889,0.763995,-0.500000,0.750140,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.750140,Cruise,traj_vel,0.000000,1.685346,-0.150000,-0.879712,0.655633,0.732443,-0.500000,8.000,2.000,0,0
792,3960,right_shoulder_pitch,0.748989,-0.071933,0.761495,-0.500000,0.748989,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.748989,Cruise,traj_vel,0.000000,1.683264,-0.150000,-0.873818,0.659446,0.750754,-0.500000,8.000,2.000,0,0
793,3965,right_shoulder_pitch,0.747071,-0.119894,0.758995,-0.500000,0.747071,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.747071,Cruise,traj_vel,0.000000,1.679788,-0.150000,-0.845416,0.684372,0.924711,-0.500000,8.000,2.000,0,0
794,3970,right_shoulder_pitch,0.743620,-0.215704,0.756495,-0.500000,0.743620,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.743620,Cruise,traj_vel,0.000000,1.673518,-0.150000,-0.776210,0.747308,0.977812,-0.500000,8.000,2.000,0,0
795,3975,right_shoulder_pitch,0.739401,-0.263590,0.753995,-0.500000,0.739401,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.739401,Cruise,traj_vel,0.000000,1.665827,-0.150000,-0.700362,0.815465,0.979643,-0.500000,8.000,2.000,0,0
796,3980,right_shoulder_pitch,0.734799,-0.287579,0.751495,-0.500000,0.734799,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.734799,Cruise,traj_vel,0.000000,1.657404,-0.150000,-0.631482,0.875922,0.833155,-0.500000,8.000,2.000,0,0
797,3985,right_shoulder_pitch,0.729047,-0.359694,0.748995,-0.500000,0.729047,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.729047,Cruise,traj_vel,0.000000,1.646825,-0.150000,-0.543765,0.953060,0.875269,-0.500000,8.000,2.000,0,0
798,3990,right_shoulder_pitch,0.722527,-0.407482,0.746495,-0.500000,0.722527,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.722527,Cruise,traj_vel,0.000000,1.634769,-0.150000,-0.454083,1.030686,0.858790,-0.500000,8.000,2.000,0,0
799,3995,right_shoulder_pitch,0.716774,-0.359520,0.743995,-0.500000,0.716774,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.716774,Cruise,traj_vel,0.000000,1.624074,-0.150000,-0.410802,1.063272,0.869776,-0.500000,8.000,2.000,0,0
800,4000,right_shoulder_pitch,0.711405,-0.335499,0.741495,-0.500000,0.741495,0.000000,0.000000,-0.866111,3.141593,0.030090,0,-0.711405,Cruise,traj_vel,0.240717,1.614044,-0.150000,-0.390352,1.073693,1.278116,-0.500000,8.000,2.000,0,0
801,4005,right_shoulder_pitch,0.704886,-0.406413,0.738995,-0.500000,0.738995,0.000000,0.000000,-0.866111,3.141593,0.034109,0,-0.704886,Cruise,traj_vel,0.272873,1.601803,-0.150000,-0.339558,1.112245,1.406293,-0.500000,8.000,2.000,0,0
802,4010,right_shoulder_pitch,0.699133,-0.288032,0.736495,-0.500000,0.736495,0.000000,0.000000,-0.866111,3.141593,0.037362,0,-0.699133,Cruise,traj_vel,0.298898,1.590943,-0.150000,-0.360652,1.080291,1.021761,-0.500000,8.000,2.000,0,0
803,4015,right_shoulder_pitch,0.693380,-0.358437,0.733995,-0.500000,0.733995,0.000000,0.000000,-0.866111,3.141593,0.040615,0,-0.693380,Cruise,traj_vel,0.324917,1.580032,-0.150000,-0.341271,1.088761,1.203039,-0.500000,8.000,2.000,0,0
804,4020,right_shoulder_pitch,0.688778,-0.288719,0.731495,-0.500000,0.731495,0.000000,0.000000,-0.866111,3.141593,0.042717,0,-0.688778,Cruise,traj_vel,0.341733,1.571266,-0.150000,-0.361594,1.059672,1.312906,-0.500000,8.000,2.000,0,0
805,4025,right_shoulder_pitch,0.685327,-0.215786,0.728995,-0.500000,0.728995,0.000000,0.000000,-0.866111,3.141593,0.043668,0,-0.685327,Cruise,traj_vel,0.349344,1.564669,-0.150000,-0.413302,1.001367,1.179235,-0.500000,8.000,2.000,0,0
806,4030,right_shoulder_pitch,0.683409,-0.119838,0.726495,-0.500000,0.726495,0.000000,0.000000,-0.866111,3.141593,0.043086,0,-0.683409,Cruise,traj_vel,0.344684,1.560997,-0.150000,-0.500057,0.910939,1.236001,-0.500000,8.000,2.000,0,0
807,4035,right_shoulder_pitch,0.683026,-0.023965,0.723995,-0.500000,0.723995,0.000000,0.000000,-0.866111,3.141593,0.040969,0,-0.683026,Cruise,traj_vel,0.327752,1.560261,-0.150000,-0.613061,0.797201,1.160924,-0.500000,8.000,2.000,0,0
808,4040,right_shoulder_pitch,0.683026,0.000000,0.721495,-0.500000,0.721495,0.000000,0.000000,-0.866111,3.141593,0.038469,0,-0.683026,Cruise,traj_vel,0.307752,1.560261,-0.150000,-0.709795,0.700466,1.195714,0.000000,8.000,2.000,0,0
809,4045,right_shoulder_pitch,0.683409,0.023968,0.718995,-0.500000,0.718995,0.000000,0.000000,-0.866111,3.141593,0.035586,0,-0.683409,Cruise,traj_vel,0.284684,1.560997,-0.150000,-0.794331,0.616666,1.104158,-0.500000,8.000,2.000,0,0
810,4050,right_shoulder_pitch,0.683793,0.023964,0.716495,-0.500000,0.716495,0.000000,0.000000,-0.866111,3.141593,0.032702,0,-0.683793,Cruise,traj_vel,0.261616,1.561732,-0.150000,-0.857730,0.554002,1.041902,-0.500000,8.000,2.000,0,0
811,4055,right_shoulder_pitch,0.684176,0.023972,0.713995,-0.500000,0.684176,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.684176,Cruise,traj_vel,0.000000,1.562466,-0.150000,-0.905283,0.507183,0.932035,-0.500000,8.000,2.000,0,0
812,4060,right_shoulder_pitch,0.684176,0.000000,0.711495,-0.500000,0.684176,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.684176,Cruise,traj_vel,0.000000,1.562466,-0.150000,-0.928963,0.483504,0.862452,0.000000,8.000,2.000,0,0
813,4065,right_shoulder_pitch,0.683409,-0.047950,0.708995,-0.500000,0.683409,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.683409,Cruise,traj_vel,0.000000,1.560997,-0.150000,-0.922747,0.488250,0.672019,-0.500000,8.000,2.000,0,0
814,4070,right_shoulder_pitch,0.682259,-0.071898,0.706495,-0.500000,0.682259,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.682259,Cruise,traj_vel,0.000000,1.558790,-0.150000,-0.906111,0.502679,0.712302,-0.500000,8.000,2.000,0,0
815,4075,right_shoulder_pitch,0.680725,-0.095874,0.703995,-0.500000,0.680725,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.680725,Cruise,traj_vel,0.000000,1.555845,-0.150000,-0.881646,0.524199,0.677512,-0.500000,8.000,2.000,0,0
816,4080,right_shoulder_pitch,0.678807,-0.119835,0.701495,-0.500000,0.678807,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.678807,Cruise,traj_vel,0.000000,1.552158,-0.150000,-0.851317,0.550841,0.706809,-0.500000,8.000,2.000,0,0
817,4085,right_shoulder_pitch,0.676123,-0.167756,0.698995,-0.500000,0.676123,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.676123,Cruise,traj_vel,0.000000,1.546988,-0.150000,-0.804610,0.592378,0.834986,-0.500000,8.000,2.000,0,0
818,4090,right_shoulder_pitch,0.672671,-0.215831,0.696495,-0.500000,0.672671,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.672671,Cruise,traj_vel,0.000000,1.540322,-0.150000,-0.745542,0.644780,0.834986,-0.500000,8.000,2.000,0,0
819,4095,right_shoulder_pitch,0.668452,-0.263609,0.693995,-0.500000,0.668452,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.668452,Cruise,traj_vel,0.000000,1.532151,-0.150000,-0.677352,0.704800,0.930204,-0.500000,8.000,2.000,0,0
820,4100,right_shoulder_pitch,0.662700,-0.359570,0.691495,-0.500000,0.662700,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.662700,Cruise,traj_vel,0.000000,1.520966,-0.150000,-0.578229,0.792737,0.699484,-0.500000,8.000,2.000,0,0
821,4105,right_shoulder_pitch,0.656564,-0.383441,0.688995,-0.500000,0.688995,0.000000,0.000000,-0.866111,3.141593,0.032431,0,-0.656564,Cruise,traj_vel,0.259448,1.508979,-0.150000,-0.491951,0.867028,0.587786,-0.500000,8.000,2.000,0,0
822,4110,right_shoulder_pitch,0.650812,-0.359500,0.686495,-0.500000,0.686495,0.000000,0.000000,-0.866111,3.141593,0.035683,0,-0.650812,Cruise,traj_vel,0.285467,1.497690,-0.150000,-0.439213,0.908477,0.639056,-0.500000,8.000,2.000,0,0
823,4115,right_shoulder_pitch,0.645058,-0.359665,0.683995,-0.500000,0.683995,0.000000,0.000000,-0.866111,3.141593,0.038937,0,-0.645058,Cruise,traj_vel,0.311493,1.486350,-0.150000,-0.399578,0.936772,1.316568,-0.500000,8.000,2.000,0,0
824,4120,right_shoulder_pitch,0.638923,-0.383470,0.681495,-0.500000,0.681495,0.000000,0.000000,-0.866111,3.141593,0.042572,0,-0.638923,Cruise,traj_vel,0.340580,1.474201,-0.150000,-0.357948,0.966253,1.433759,-0.500000,8.000,2.000,0,0
825,4125,right_shoulder_pitch,0.633937,-0.311579,0.678995,-0.500000,0.678995,0.000000,0.000000,-0.866111,3.141593,0.045058,0,-0.633937,Cruise,traj_vel,0.360463,1.464290,-0.150000,-0.362672,0.951618,1.170080,-0.500000,8.000,2.000,0,0
826,4130,right_shoulder_pitch,0.629719,-0.263637,0.676495,-0.500000,0.676495,0.000000,0.000000,-0.866111,3.141593,0.046776,0,-0.629719,Cruise,traj_vel,0.374211,1.455874,-0.150000,-0.390185,0.915689,1.426435,-0.500000,8.000,2.000,0,0
827,4135,right_shoulder_pitch,0.625116,-0.287627,0.673995,-0.500000,0.673995,0.000000,0.000000,-0.866111,3.141593,0.048879,0,-0.625116,Cruise,traj_vel,0.391032,1.446663,-0.150000,-0.398826,0.897838,1.153600,-0.500000,8.000,2.000,0,0
828,4140,right_shoulder_pitch,0.621281,-0.239755,0.671495,-0.500000,0.671281,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.621281,Cruise,traj_vel,0.400000,1.438965,-0.150000,-0.429242,0.859723,1.030916,-0.500000,8.000,2.000,0,0
829,4145,right_shoulder_pitch,0.618596,-0.167772,0.668995,-0.500000,0.668596,0.000000,0.000000,-0.866111,3.141593,0.050000,1,-0.618596,Cruise,traj_vel,0.400000,1.433563,-0.150000,-0.488045,0.795518,1.060213,-0.500000,8.000,2.000,0,0
830,4150,right_shoulder_pitch,0.617063,-0.095877,0.666495,-0.500000,0.666495,0.000000,0.000000,-0.866111,3.141593,0.049432,0,-0.617063,Cruise,traj_vel,0.395460,1.430472,-0.150000,-0.568095,0.712377,0.996126,-0.500000,8.000,2.000,0,0
831,4155,right_shoulder_pitch,0.616679,-0.023966,0.663995,-0.500000,0.663995,0.000000,0.000000,-0.866111,3.141593,0.047316,0,-0.616679,Cruise,traj_vel,0.378528,1.429699,-0.150000,-0.664089,0.615610,1.065706,-0.500000,8.000,2.000,0,0
832,4160,right_shoulder_pitch,0.617063,0.023964,0.661495,-0.500000,0.661495,0.000000,0.000000,-0.866111,3.141593,0.044432,0,-0.617063,Cruise,traj_vel,0.355460,1.430472,-0.150000,-0.760049,0.520424,1.076692,-0.500000,8.000,2.000,0,0
833,4165,right_shoulder_pitch,0.617830,0.047952,0.658995,-0.500000,0.658995,0.000000,0.000000,-0.866111,3.141593,0.041165,0,-0.617830,Cruise,traj_vel,0.329324,1.432018,-0.150000,-0.844012,0.438006,0.946684,-0.500000,8.000,2.000,0,0
834,4170,right_shoulder_pitch,0.618596,0.047929,0.656495,-0.500000,0.656495,0.000000,0.000000,-0.866111,3.141593,0.037898,0,-0.618596,Cruise,traj_vel,0.303188,1.433563,-0.150000,-0.906974,0.376590,0.915556,-0.500000,8.000,2.000,0,0
835,4175,right_shoulder_pitch,0.619363,0.047941,0.653995,-0.500000,0.653995,0.000000,0.000000,-0.866111,3.141593,0.034631,0,-0.619363,Cruise,traj_vel,0.277052,1.435108,-0.150000,-0.954201,0.330907,0.853297,-0.500000,8.000,2.000,0,0
836,4180,right_shoulder_pitch,0.619363,0.000000,0.651495,-0.500000,0.651495,0.000000,0.000000,-0.866111,3.141593,0.032131,0,-0.619363,Cruise,traj_vel,0.257052,1.435108,-0.150000,-0.965651,0.319457,0.770899,0.000000,8.000,2.000,0,0
837,4185,right_shoulder_pitch,0.618596,-0.047937,0.648995,-0.500000,0.648995,0.000000,0.000000,-0.866111,3.141593,0.030398,0,-0.618596,Cruise,traj_vel,0.243188,1.433563,-0.150000,-0.950269,0.333294,0.714133,-0.500000,8.000,2.000,0,0
838,4190,right_shoulder_pitch,0.617830,-0.047956,0.646495,-0.500000,0.617830,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.617830,Cruise,traj_vel,0.000000,1.432018,-0.150000,-0.938724,0.343294,0.512710,-0.500000,8.000,2.000,0,0
839,4195,right_shoulder_pitch,0.617063,-0.047932,0.643995,-0.500000,0.617063,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.617063,Cruise,traj_vel,0.000000,1.430472,-0.150000,-0.930077,0.350395,0.567645,-0.500000,8.000,2.000,0,0
840,4200,right_shoulder_pitch,0.616679,-0.023971,0.641495,-0.500000,0.616679,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.616679,Cruise,traj_vel,0.000000,1.429699,-0.150000,-0.935572,0.344126,0.369884,-0.500000,8.000,2.000,0,0
841,4205,right_shoulder_pitch,0.616679,0.000000,0.638995,-0.500000,0.616679,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.616679,Cruise,traj_vel,0.000000,1.429699,-0.150000,-0.951679,0.328020,0.294811,0.000000,8.000,2.000,0,0
842,4210,right_shoulder_pitch,0.616679,0.000000,0.636495,-0.500000,0.616679,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.616679,Cruise,traj_vel,0.000000,1.429699,-0.150000,-0.963760,0.315939,0.335094,0.000000,8.000,2.000,0,0
843,4215,right_shoulder_pitch,0.616679,0.000000,0.633995,-0.500000,0.616679,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.616679,Cruise,traj_vel,0.000000,1.429699,-0.150000,-0.972820,0.306879,0.307628,0.000000,8.000,2.000,0,0
844,4220,right_shoulder_pitch,0.616679,0.000000,0.631495,-0.500000,0.616679,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.616679,Cruise,traj_vel,0.000000,1.429699,-0.150000,-0.979615,0.300084,0.291145,0.000000,8.000,2.000,0,0
845,4225,right_shoulder_pitch,0.616679,0.000000,0.628995,-0.500000,0.616679,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.616679,Cruise,traj_vel,0.000000,1.429699,-0.150000,-0.984711,0.294988,0.303966,0.000000,8.000,2.000,0,0
846,4230,right_shoulder_pitch,0.616679,0.000000,0.626495,-0.500000,0.616679,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.616679,Cruise,traj_vel,0.000000,1.429699,-0.150000,-0.988533,0.291166,0.338756,0.000000,8.000,2.000,0,0
847,4235,right_shoulder_pitch,0.616679,0.000000,0.623995,-0.500000,0.616679,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.616679,Cruise,traj_vel,0.000000,1.429699,-0.150000,-0.991400,0.288299,0.353404,0.000000,8.000,2.000,0,0
848,4240,right_shoulder_pitch,0.616679,0.000000,0.621495,-0.500000,0.616679,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.616679,Cruise,traj_vel,0.000000,1.429699,-0.150000,-0.993550,0.286149,0.311290,0.000000,8.000,2.000,0,0
849,4245,right_shoulder_pitch,0.616679,0.000000,0.618995,-0.500000,0.616679,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.616679,Cruise,traj_vel,0.000000,1.429699,-0.150000,-0.995162,0.284536,0.252693,0.000000,8.000,2.000,0,0
850,4250,right_shoulder_pitch,0.616679,0.000000,0.616495,-0.500000,0.616495,0.000000,0.000000,-0.866111,3.141593,-0.000184,0,-0.616679,Cruise,traj_vel,-0.001472,1.429699,-0.150000,-0.996372,0.283327,0.256355,0.000000,8.000,2.000,0,0
851,4255,right_shoulder_pitch,0.616679,0.000000,0.613995,-0.500000,0.613995,0.000000,0.000000,-0.866111,3.141593,-0.002684,0,-0.616679,Cruise,traj_vel,-0.021472,1.429699,-0.150000,-0.997279,0.282420,0.283821,0.000000,8.000,2.000,0,0
852,4260,right_shoulder_pitch,0.616679,0.000000,0.611495,-0.500000,0.611495,0.000000,0.000000,-0.866111,3.141593,-0.005184,0,-0.616679,Cruise,traj_vel,-0.041472,1.429699,-0.150000,-0.997959,0.281740,0.272834,0.000000,8.000,2.000,0,0
853,4265,right_shoulder_pitch,0.616679,0.000000,0.608995,-0.500000,0.608995,0.000000,0.000000,-0.866111,3.141593,-0.007684,0,-0.616679,Cruise,traj_vel,-0.061472,1.429699,-0.150000,-0.998469,0.281230,0.252693,0.000000,8.000,2.000,0,0
854,4270,right_shoulder_pitch,0.616296,-0.023967,0.606495,-0.500000,0.606495,0.000000,0.000000,-0.866111,3.141593,-0.009801,0,-0.616296,Cruise,traj_vel,-0.078404,1.428925,-0.150000,-0.986869,0.292057,0.234382,-0.500000,8.000,2.000,0,0
855,4275,right_shoulder_pitch,0.616679,0.023970,0.603995,-0.500000,0.603995,0.000000,0.000000,-0.866111,3.141593,-0.012684,0,-0.616679,Cruise,traj_vel,-0.101472,1.429699,-0.150000,-1.002136,0.277562,0.307628,-0.500000,8.000,2.000,0,0
856,4280,right_shoulder_pitch,0.616679,0.000000,0.601495,-0.500000,0.601495,0.000000,0.000000,-0.866111,3.141593,-0.015184,0,-0.616679,Cruise,traj_vel,-0.121472,1.429699,-0.150000,-1.001602,0.278097,0.208747,0.000000,8.000,2.000,0,0
857,4285,right_shoulder_pitch,0.616296,-0.023955,0.598995,-0.500000,0.598995,0.000000,0.000000,-0.866111,3.141593,-0.017301,0,-0.616296,Cruise,traj_vel,-0.138404,1.428925,-0.150000,-0.989224,0.289701,0.214241,-0.500000,8.000,2.000,0,0
858,4290,right_shoulder_pitch,0.616296,0.000000,0.596495,-0.500000,0.596495,0.000000,0.000000,-0.866111,3.141593,-0.019801,0,-0.616296,Cruise,traj_vel,-0.158404,1.428925,-0.150000,-0.991918,0.287007,0.175788,0.000000,8.000,2.000,0,0
859,4295,right_shoulder_pitch,0.616296,0.000000,0.593995,-0.500000,0.593995,0.000000,0.000000,-0.866111,3.141593,-0.022301,0,-0.616296,Cruise,traj_vel,-0.178404,1.428925,-0.150000,-0.993939,0.284987,0.164798,0.000000,8.000,2.000,0,0
860,4300,right_shoulder_pitch,0.616296,0.000000,0.591495,-0.500000,0.591495,0.000000,0.000000,-0.866111,3.141593,-0.024801,0,-0.616296,Cruise,traj_vel,-0.198404,1.428925,-0.150000,-0.995454,0.283471,0.164798,0.000000,8.000,2.000,0,0
861,4305,right_shoulder_pitch,0.615912,-0.023966,0.588995,-0.500000,0.588995,0.000000,0.000000,-0.866111,3.141593,-0.026917,0,-0.615912,Cruise,traj_vel,-0.215336,1.428152,-0.150000,-0.984608,0.293544,0.131840,-0.500000,8.000,2.000,0,0
862,4310,right_shoulder_pitch,0.615912,0.000000,0.586495,-0.500000,0.586495,0.000000,0.000000,-0.866111,3.141593,-0.029417,0,-0.615912,Cruise,traj_vel,-0.235336,1.428152,-0.150000,-0.988456,0.289696,0.111698,0.000000,8.000,2.000,0,0
863,4315,right_shoulder_pitch,0.615145,-0.047872,0.583995,-0.500000,0.583995,0.000000,0.000000,-0.866111,3.141593,-0.031150,0,-0.615145,Cruise,traj_vel,-0.249201,1.426604,-0.150000,-0.967406,0.309198,0.115360,-0.500000,8.000,2.000,0,0
864,4320,right_shoulder_pitch,0.614762,-0.019162,0.581495,-0.500000,0.581495,0.000000,0.000000,-0.866111,3.141593,-0.033267,0,-0.614762,Cruise,traj_vel,-0.266133,1.425829,-0.150000,-0.965973,0.309856,0.128177,0.000000,8.000,2.000,0,0
865,4325,right_shoulder_pitch,0.613995,-0.047919,0.578995,-0.500000,0.578995,0.000000,0.000000,-0.866111,3.141593,-0.035000,0,-0.613995,Cruise,traj_vel,-0.279997,1.424280,-0.150000,-0.950521,0.323759,0.140995,-0.500000,8.000,2.000,0,0
866,4330,right_shoulder_pitch,0.612844,-0.072086,0.576495,-0.500000,0.576495,0.000000,0.000000,-0.866111,3.141593,-0.036349,0,-0.612844,Cruise,traj_vel,-0.290793,1.421954,-0.150000,-0.926848,0.345107,0.157474,-0.500000,8.000,2.000,0,0
867,4335,right_shoulder_pitch,0.611310,-0.095864,0.573995,-0.500000,0.573995,0.000000,0.000000,-0.866111,3.141593,-0.037315,0,-0.611310,Cruise,traj_vel,-0.298521,1.418850,-0.150000,-0.897203,0.371647,0.325938,-0.500000,8.000,2.000,0,0
868,4340,right_shoulder_pitch,0.608626,-0.167744,0.571495,-0.500000,0.571495,0.000000,0.000000,-0.866111,3.141593,-0.037131,0,-0.608626,Cruise,traj_vel,-0.297045,1.413411,-0.150000,-0.839030,0.424380,0.410171,-0.500000,8.000,2.000,0,0
869,4345,right_shoulder_pitch,0.604024,-0.287746,0.568995,-0.500000,0.568995,0.000000,0.000000,-0.866111,3.141593,-0.035029,0,-0.604024,Cruise,traj_vel,-0.280230,1.404062,-0.150000,-0.735400,0.518663,0.558490,-0.500000,8.000,2.000,0,0
870,4350,right_shoulder_pitch,0.597887,-0.383547,0.566495,-0.500000,0.566495,0.000000,0.000000,-0.866111,3.141593,-0.031392,0,-0.597887,Cruise,traj_vel,-0.251136,1.391550,-0.150000,-0.609776,0.631774,0.413833,-0.500000,8.000,2.000,0,0
871,4355,right_shoulder_pitch,0.591751,-0.383525,0.563995,-0.500000,0.563995,0.000000,0.000000,-0.866111,3.141593,-0.027756,0,-0.591751,Cruise,traj_vel,-0.222049,1.378986,-0.150000,-0.515569,0.713417,0.362560,-0.500000,8.000,2.000,0,0
872,4360,right_shoulder_pitch,0.582931,-0.551080,0.561495,-0.500000,0.561495,0.000000,0.000000,-0.866111,3.141593,-0.021436,0,-0.582931,Cruise,traj_vel,-0.171486,1.360835,0.000000,-0.361137,0.999698,0.217903,-0.500000,8.000,2.000,0,0
873,4365,right_shoulder_pitch,0.575260,-0.479590,0.558995,-0.500000,0.558995,0.000000,0.000000,-0.866111,3.141593,-0.016265,0,-0.575260,Cruise,traj_vel,-0.130121,1.344964,-0.150000,-0.281058,0.913906,0.584124,-0.500000,8.000,2.000,0,0
874,4370,right_shoulder_pitch,0.566440,-0.551307,0.556495,-0.500000,0.556495,0.000000,0.000000,-0.866111,3.141593,-0.009945,0,-0.566440,Cruise,traj_vel,-0.079557,1.326617,0.000000,-0.185140,1.141477,1.380658,-0.500000,8.000,2.000,0,0
875,4375,right_shoulder_pitch,0.557236,-0.575120,0.553995,-0.500000,0.553995,0.000000,0.000000,-0.866111,3.141593,-0.003241,0,-0.557236,Cruise,traj_vel,-0.025927,1.307361,0.000000,-0.101295,1.206067,0.589617,-0.500000,8.000,2.000,0,0
876,4380,right_shoulder_pitch,0.549565,-0.479406,0.551495,-0.500000,0.549565,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.549565,Cruise,traj_vel,0.000000,1.291229,-0.150000,-0.086268,1.054961,0.932035,-0.500000,8.000,2.000,0,0
877,4385,right_shoulder_pitch,0.542279,-0.455378,0.548995,-0.500000,0.542279,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.542279,Cruise,traj_vel,0.000000,1.275834,-0.150000,-0.087012,1.038822,0.992460,-0.500000,8.000,2.000,0,0
878,4390,right_shoulder_pitch,0.535759,-0.407404,0.546495,-0.500000,0.535759,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.535759,Cruise,traj_vel,0.000000,1.262003,-0.150000,-0.111557,1.000446,1.355023,-0.500000,8.000,2.000,0,0
879,4395,right_shoulder_pitch,0.528473,-0.455582,0.543995,-0.500000,0.528473,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.528473,Cruise,traj_vel,0.000000,1.246480,-0.150000,-0.105877,0.990604,1.197546,-0.500000,8.000,2.000,0,0
880,4400,right_shoulder_pitch,0.523103,-0.335381,0.541495,-0.500000,0.523103,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.523103,Cruise,traj_vel,0.000000,1.234999,-0.150000,-0.161717,0.923282,0.714133,-0.500000,8.000,2.000,0,0
881,4405,right_shoulder_pitch,0.518885,-0.263739,0.538995,-0.500000,0.518885,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.518885,Cruise,traj_vel,0.000000,1.225954,-0.150000,-0.239418,0.836536,0.856959,-0.500000,8.000,2.000,0,0
882,4410,right_shoulder_pitch,0.514283,-0.287654,0.536495,-0.500000,0.514283,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.514283,Cruise,traj_vel,0.000000,1.216062,-0.150000,-0.285737,0.780325,0.875269,-0.500000,8.000,2.000,0,0
883,4415,right_shoulder_pitch,0.510064,-0.263718,0.533995,-0.500000,0.510064,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.510064,Cruise,traj_vel,0.000000,1.206972,-0.150000,-0.332443,0.724528,0.695822,-0.500000,8.000,2.000,0,0
884,4420,right_shoulder_pitch,0.507380,-0.167753,0.531495,-0.500000,0.507380,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.507380,Cruise,traj_vel,0.000000,1.201176,-0.150000,-0.415456,0.635720,0.783716,-0.500000,8.000,2.000,0,0
885,4425,right_shoulder_pitch,0.505462,-0.119843,0.528995,-0.500000,0.505462,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.505462,Cruise,traj_vel,0.000000,1.197030,-0.150000,-0.501670,0.545360,0.827662,-0.500000,8.000,2.000,0,0
886,4430,right_shoulder_pitch,0.503161,-0.143764,0.526495,-0.500000,0.503161,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-0.503161,Cruise,traj_vel,0.000000,1.192050,-0.150000,-0.554371,0.487680,0.822169,-0.500000,8.000,2.000,0,0
