tick,t_ms,joint,q,dq,q_traj,dq_traj,q_des,target,target_raw,q_env_lo,q_env_hi,lead,lead_sat,settle_error,phase,friction_mode,tau_p,tau_g,tau_f,tau_d,tau_ff_cmd,tau_meas,dq_mit,kp,kd,joint_stuck,planner_frozen
111,555,right_shoulder_pitch,0.400381,0.143821,0.277623,0.500000,0.350381,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.083619,Cruise,traj_vel,-0.400000,0.963556,0.150000,0.596989,1.710545,1.087679,0.500000,8.000,2.000,0,0
112,560,right_shoulder_pitch,0.402682,0.143818,0.280123,0.500000,0.352682,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.081318,Cruise,traj_vel,-0.400000,0.968792,0.150000,0.625833,1.744625,1.137121,0.500000,8.000,2.000,0,0
113,565,right_shoulder_pitch,0.405751,0.191795,0.282623,0.500000,0.355751,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.078249,Cruise,traj_vel,-0.400000,0.975767,0.150000,0.623477,1.749244,1.076692,0.500000,8.000,2.000,0,0
114,570,right_shoulder_pitch,0.409586,0.239685,0.285123,0.500000,0.359586,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.074414,Cruise,traj_vel,-0.400000,0.984471,0.150000,0.597765,1.732236,1.268960,0.500000,8.000,2.000,0,0
115,575,right_shoulder_pitch,0.413421,0.239684,0.287623,0.500000,0.363421,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.070579,Cruise,traj_vel,-0.400000,0.993160,0.150000,0.578482,1.721642,1.303750,0.500000,8.000,2.000,0,0
116,580,right_shoulder_pitch,0.418023,0.287355,0.290123,0.500000,0.368023,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.065977,Cruise,traj_vel,-0.400000,1.003567,0.150000,0.540184,1.693751,1.367841,0.500000,8.000,2.000,0,0
117,585,right_shoulder_pitch,0.423008,0.311848,0.292623,0.500000,0.373008,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.060992,Cruise,traj_vel,-0.400000,1.014818,0.150000,0.499214,1.664032,1.446576,0.500000,8.000,2.000,0,0
118,590,right_shoulder_pitch,0.426843,0.239704,0.295123,0.500000,0.376843,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.057157,Cruise,traj_vel,-0.400000,1.023455,0.150000,0.504558,1.678014,1.384320,0.500000,8.000,2.000,0,0
119,595,right_shoulder_pitch,0.429912,0.191794,0.297623,0.500000,0.379912,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.054088,Cruise,traj_vel,-0.400000,1.030356,0.150000,0.532522,1.712878,1.215856,0.500000,8.000,2.000,0,0
120,600,right_shoulder_pitch,0.433363,0.215720,0.300123,0.500000,0.383363,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.050637,Cruise,traj_vel,-0.400000,1.038106,0.150000,0.541531,1.729637,1.188390,0.500000,8.000,2.000,0,0
121,605,right_shoulder_pitch,0.436431,0.191747,0.302623,0.500000,0.386431,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.047569,Cruise,traj_vel,-0.400000,1.044984,0.150000,0.560275,1.755259,1.182897,0.500000,8.000,2.000,0,0
122,610,right_shoulder_pitch,0.439882,0.215372,0.305123,0.500000,0.389882,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.044118,Cruise,traj_vel,-0.400000,1.052711,0.150000,0.562520,1.765231,1.085848,0.500000,8.000,2.000,0,0
123,615,right_shoulder_pitch,0.443717,0.239126,0.307623,0.500000,0.393717,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.040283,Cruise,traj_vel,-0.400000,1.061281,0.150000,0.552327,1.763608,1.325723,0.500000,8.000,2.000,0,0
124,620,right_shoulder_pitch,0.447552,0.240000,0.310123,0.500000,0.397552,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.036448,Cruise,traj_vel,-0.400000,1.069835,0.150000,0.544245,1.764081,1.237832,0.500000,8.000,2.000,0,0
125,625,right_shoulder_pitch,0.452154,0.230517,0.312623,0.500000,0.402154,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.031846,Cruise,traj_vel,-0.400000,1.080080,0.150000,0.542926,1.773006,1.364179,0.500000,8.000,2.000,0,0
126,630,right_shoulder_pitch,0.457907,0.287636,0.315123,0.500000,0.407907,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.026093,Cruise,traj_vel,-0.400000,1.092855,0.150000,0.513377,1.756232,1.470383,0.500000,8.000,2.000,0,0
127,635,right_shoulder_pitch,0.463276,0.335662,0.317623,0.500000,0.413276,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.020724,Cruise,traj_vel,-0.400000,1.104745,0.150000,0.467201,1.721946,1.558274,0.500000,8.000,2.000,0,0
128,640,right_shoulder_pitch,0.465961,0.167790,0.320123,0.500000,0.415961,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.018039,Cruise,traj_vel,-0.400000,1.110678,0.150000,0.516506,1.777184,1.287271,0.500000,8.000,2.000,0,0
129,645,right_shoulder_pitch,0.469029,0.191724,0.322623,0.500000,0.419029,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.014971,Cruise,traj_vel,-0.400000,1.117448,0.150000,0.541518,1.808966,1.226842,0.500000,8.000,2.000,0,0
130,650,right_shoulder_pitch,0.471713,0.167808,0.325123,0.500000,0.421713,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.012287,Cruise,traj_vel,-0.400000,1.123364,0.150000,0.572234,1.845598,1.300088,0.500000,8.000,2.000,0,0
131,655,right_shoulder_pitch,0.474781,0.191744,0.327623,0.500000,0.424781,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.009219,Cruise,traj_vel,-0.400000,1.130115,0.150000,0.583303,1.863418,1.210363,0.500000,8.000,2.000,0,0
132,660,right_shoulder_pitch,0.478233,0.215719,0.330123,0.500000,0.428233,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.005767,Cruise,traj_vel,-0.400000,1.137697,0.150000,0.579618,1.867315,1.234170,0.500000,8.000,2.000,0,0
133,665,right_shoulder_pitch,0.482452,0.263693,0.332623,0.500000,0.432452,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.001548,Cruise,traj_vel,-0.400000,1.146947,0.150000,0.552867,1.849814,1.475877,0.500000,8.000,2.000,0,0
134,670,right_shoulder_pitch,0.486670,0.263663,0.335123,0.500000,0.436670,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.997330,Cruise,traj_vel,-0.400000,1.156175,0.150000,0.532819,1.838993,1.453900,0.500000,8.000,2.000,0,0
135,675,right_shoulder_pitch,0.491272,0.287606,0.337623,0.500000,0.441272,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.992728,Cruise,traj_vel,-0.400000,1.166218,0.150000,0.505811,1.822029,1.516160,0.500000,8.000,2.000,0,0
136,680,right_shoulder_pitch,0.495874,0.287590,0.340123,0.500000,0.445874,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.988126,Cruise,traj_vel,-0.400000,1.176237,0.150000,0.485563,1.811800,1.461225,0.500000,8.000,2.000,0,0
137,685,right_shoulder_pitch,0.499709,0.239726,0.342623,0.500000,0.449709,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.984291,Cruise,traj_vel,-0.400000,1.184567,0.150000,0.494309,1.828876,1.420941,0.500000,8.000,2.000,0,0
138,690,right_shoulder_pitch,0.503161,0.215726,0.345123,0.500000,0.453161,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.980839,Cruise,traj_vel,-0.400000,1.192050,0.150000,0.512869,1.854919,1.397138,0.500000,8.000,2.000,0,0
139,695,right_shoulder_pitch,0.506996,0.239702,0.347623,0.500000,0.456996,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.977004,Cruise,traj_vel,-0.400000,1.200347,0.150000,0.514801,1.865148,1.239663,0.500000,8.000,2.000,0,0
140,700,right_shoulder_pitch,0.510448,0.215695,0.350123,0.500000,0.460448,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.973552,Cruise,traj_vel,-0.400000,1.207799,0.150000,0.528253,1.886052,1.204870,0.500000,8.000,2.000,0,0
141,705,right_shoulder_pitch,0.514666,0.263598,0.352623,0.500000,0.464666,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.969334,Cruise,traj_vel,-0.400000,1.216887,0.150000,0.514391,1.881278,1.475877,0.500000,8.000,2.000,0,0
142,710,right_shoulder_pitch,0.519268,0.287743,0.355123,0.500000,0.469268,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.964732,Cruise,traj_vel,-0.400000,1.226777,0.150000,0.491922,1.868699,1.380658,0.500000,8.000,2.000,0,0
143,715,right_shoulder_pitch,0.523870,0.287585,0.357623,0.500000,0.473870,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.960130,Cruise,traj_vel,-0.400000,1.236641,0.150000,0.475149,1.861790,1.620533,0.500000,8.000,2.000,0,0
144,720,right_shoulder_pitch,0.528089,0.263710,0.360123,0.500000,0.478089,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.955911,Cruise,traj_vel,-0.400000,1.245662,0.150000,0.474507,1.870168,1.622365,0.500000,8.000,2.000,0,0
145,725,right_shoulder_pitch,0.531924,0.239615,0.362623,0.500000,0.481924,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.952076,Cruise,traj_vel,-0.400000,1.253841,0.150000,0.486073,1.889914,1.430097,0.500000,8.000,2.000,0,0
146,730,right_shoulder_pitch,0.535376,0.215729,0.365123,0.500000,0.485376,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.948624,Cruise,traj_vel,-0.400000,1.261187,0.150000,0.506690,1.917877,1.355023,0.500000,8.000,2.000,0,0
147,735,right_shoulder_pitch,0.539211,0.239761,0.367623,0.500000,0.489211,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.944789,Cruise,traj_vel,-0.400000,1.269332,0.150000,0.510137,1.929469,1.437421,0.500000,8.000,2.000,0,0
148,740,right_shoulder_pitch,0.541895,0.167760,0.370123,0.500000,0.491895,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.942105,Cruise,traj_vel,-0.400000,1.275022,0.150000,0.548723,1.973745,1.514329,0.500000,8.000,2.000,0,0
149,745,right_shoulder_pitch,0.544963,0.191754,0.372623,0.500000,0.494963,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.939037,Cruise,traj_vel,-0.400000,1.281514,0.150000,0.565665,1.997179,1.245157,0.500000,8.000,2.000,0,0
150,750,right_shoulder_pitch,0.548798,0.239617,0.375123,0.500000,0.498798,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.935202,Cruise,traj_vel,-0.400000,1.289612,0.150000,0.554440,1.994052,1.569260,0.500000,8.000,2.000,0,0
151,755,right_shoulder_pitch,0.553017,0.263663,0.377623,0.500000,0.503017,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.930983,Cruise,traj_vel,-0.400000,1.298499,0.150000,0.533999,1.982498,1.539963,0.500000,8.000,2.000,0,0
152,760,right_shoulder_pitch,0.557619,0.287767,0.380123,0.500000,0.507619,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.926381,Cruise,traj_vel,-0.400000,1.308166,0.150000,0.506615,1.964781,1.609547,0.500000,8.000,2.000,0,0
153,765,right_shoulder_pitch,0.562221,0.287525,0.382623,0.500000,0.512221,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.921779,Cruise,traj_vel,-0.400000,1.317805,0.150000,0.486199,1.954004,1.810967,0.500000,8.000,2.000,0,0
154,770,right_shoulder_pitch,0.566056,0.239630,0.385123,0.500000,0.516056,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.917944,Cruise,traj_vel,-0.400000,1.325817,0.150000,0.494834,1.970651,1.642506,0.500000,8.000,2.000,0,0
155,775,right_shoulder_pitch,0.569124,0.191809,0.387623,0.500000,0.519124,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.914876,Cruise,traj_vel,-0.400000,1.332212,0.150000,0.525221,2.007433,1.538132,0.500000,8.000,2.000,0,0
156,780,right_shoulder_pitch,0.572576,0.215672,0.390123,0.500000,0.522576,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.911424,Cruise,traj_vel,-0.400000,1.339391,0.150000,0.536080,2.025471,1.459394,0.500000,8.000,2.000,0,0
157,785,right_shoulder_pitch,0.576027,0.215798,0.392623,0.500000,0.526027,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.907973,Cruise,traj_vel,-0.400000,1.346555,0.150000,0.544161,2.040716,1.409955,0.500000,8.000,2.000,0,0
158,790,right_shoulder_pitch,0.579096,0.191781,0.395123,0.500000,0.529096,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.904904,Cruise,traj_vel,-0.400000,1.352910,0.150000,0.562230,2.065141,1.395307,0.500000,8.000,2.000,0,0
159,795,right_shoulder_pitch,0.582931,0.239696,0.397623,0.500000,0.532931,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.901069,Cruise,traj_vel,-0.400000,1.360835,0.150000,0.551825,2.062660,1.459394,0.500000,8.000,2.000,0,0
160,800,right_shoulder_pitch,0.587149,0.263613,0.400123,0.500000,0.537149,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.896851,Cruise,traj_vel,-0.400000,1.369529,0.150000,0.532062,2.051591,1.528977,0.500000,8.000,2.000,0,0
161,805,right_shoulder_pitch,0.592135,0.311507,0.402623,0.500000,0.542135,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.891865,Cruise,traj_vel,-0.400000,1.379773,0.150000,0.493293,2.023066,1.704766,0.500000,8.000,2.000,0,0
162,810,right_shoulder_pitch,0.597503,0.335724,0.405123,0.500000,0.547503,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.886497,Cruise,traj_vel,-0.400000,1.390766,0.150000,0.452107,1.992873,1.713921,0.500000,8.000,2.000,0,0
163,815,right_shoulder_pitch,0.601339,0.191739,0.407623,0.500000,0.551339,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.882661,Cruise,traj_vel,-0.400000,1.398595,0.150000,0.493211,2.041806,1.754204,0.500000,8.000,2.000,0,0
164,820,right_shoulder_pitch,0.605941,0.287609,0.410123,0.500000,0.555941,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.878059,Cruise,traj_vel,-0.400000,1.407961,0.150000,0.476104,2.034065,1.508836,0.500000,8.000,2.000,0,0
165,825,right_shoulder_pitch,0.609776,0.239682,0.412623,0.500000,0.559776,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.874224,Cruise,traj_vel,-0.400000,1.415743,0.150000,0.487237,2.052980,1.426435,0.500000,8.000,2.000,0,0
166,830,right_shoulder_pitch,0.613228,0.215755,0.415123,0.500000,0.563228,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.870772,Cruise,traj_vel,-0.400000,1.422730,0.150000,0.507550,2.080280,1.444745,0.500000,8.000,2.000,0,0
167,835,right_shoulder_pitch,0.617446,0.263628,0.417623,0.500000,0.567446,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.866554,Cruise,traj_vel,-0.400000,1.431245,0.150000,0.498849,2.080094,1.582081,0.500000,8.000,2.000,0,0
168,840,right_shoulder_pitch,0.620897,0.215725,0.420123,0.500000,0.570897,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.863103,Cruise,traj_vel,-0.400000,1.438194,0.150000,0.516274,2.104468,1.589406,0.500000,8.000,2.000,0,0
169,845,right_shoulder_pitch,0.625499,0.287620,0.422623,0.500000,0.575499,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.858501,Cruise,traj_vel,-0.400000,1.447432,0.150000,0.493396,2.090827,1.642506,0.500000,8.000,2.000,0,0
170,850,right_shoulder_pitch,0.630102,0.287668,0.425123,0.500000,0.580102,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.853898,Cruise,traj_vel,-0.400000,1.456640,0.150000,0.476213,2.082853,1.741387,0.500000,8.000,2.000,0,0
171,855,right_shoulder_pitch,0.634704,0.287643,0.427623,0.500000,0.584704,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.849296,Cruise,traj_vel,-0.400000,1.465817,0.150000,0.463338,2.079155,1.831112,0.500000,8.000,2.000,0,0
172,860,right_shoulder_pitch,0.638539,0.239626,0.430123,0.500000,0.588539,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.845461,Cruise,traj_vel,-0.400000,1.473440,0.150000,0.477691,2.101131,1.792656,0.500000,8.000,2.000,0,0
173,865,right_shoulder_pitch,0.641607,0.191809,0.432623,0.500000,0.591607,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.842393,Cruise,traj_vel,-0.400000,1.479523,0.150000,0.512363,2.141887,1.563767,0.500000,8.000,2.000,0,0
174,870,right_shoulder_pitch,0.645058,0.215679,0.435123,0.500000,0.595058,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.838942,Cruise,traj_vel,-0.400000,1.486350,0.150000,0.526433,2.162783,1.525315,0.500000,8.000,2.000,0,0
175,875,right_shoulder_pitch,0.648510,0.215713,0.437623,0.500000,0.598510,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.835490,Cruise,traj_vel,-0.400000,1.493159,0.150000,0.536968,2.180127,1.549119,0.500000,8.000,2.000,0,0
176,880,right_shoulder_pitch,0.652346,0.239802,0.440123,0.500000,0.602346,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.831654,Cruise,traj_vel,-0.400000,1.500705,0.150000,0.532825,2.183531,1.637013,0.500000,8.000,2.000,0,0
177,885,right_shoulder_pitch,0.656564,0.263624,0.442623,0.500000,0.606564,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.827436,Cruise,traj_vel,-0.400000,1.508979,0.150000,0.517807,2.176786,1.790825,0.500000,8.000,2.000,0,0
178,890,right_shoulder_pitch,0.661166,0.287597,0.445123,0.500000,0.611166,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.822834,Cruise,traj_vel,-0.400000,1.517974,0.150000,0.494556,2.162531,1.737725,0.500000,8.000,2.000,0,0
179,895,right_shoulder_pitch,0.665768,0.287614,0.447623,0.500000,0.615768,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.818232,Cruise,traj_vel,-0.400000,1.526938,0.150000,0.477110,2.154048,1.895199,0.500000,8.000,2.000,0,0
180,900,right_shoulder_pitch,0.670370,0.287612,0.450123,0.500000,0.620370,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.813630,Cruise,traj_vel,-0.400000,1.535868,0.150000,0.464026,2.149895,1.770684,0.500000,8.000,2.000,0,0
181,905,right_shoulder_pitch,0.674588,0.263709,0.452623,0.500000,0.624588,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.809412,Cruise,traj_vel,-0.400000,1.544026,0.150000,0.466165,2.160192,1.739556,0.500000,8.000,2.000,0,0
182,910,right_shoulder_pitch,0.678041,0.215711,0.455123,0.500000,0.628041,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.805959,Cruise,traj_vel,-0.400000,1.550682,0.150000,0.491768,2.192451,1.697438,0.500000,8.000,2.000,0,0
183,915,right_shoulder_pitch,0.681492,0.215772,0.457623,0.500000,0.631492,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.802508,Cruise,traj_vel,-0.400000,1.557318,0.150000,0.510940,2.218258,1.550950,0.500000,8.000,2.000,0,0
184,920,right_shoulder_pitch,0.684943,0.214835,0.460123,0.500000,0.634943,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.799057,Cruise,traj_vel,-0.400000,1.563935,0.150000,0.525788,2.239723,1.600392,0.500000,8.000,2.000,0,0
185,925,right_shoulder_pitch,0.689162,0.264298,0.462623,0.500000,0.639162,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.794838,Cruise,traj_vel,-0.400000,1.571998,0.150000,0.512192,2.234190,1.768852,0.500000,8.000,2.000,0,0
186,930,right_shoulder_pitch,0.694147,0.311856,0.465123,0.500000,0.644147,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.789853,Cruise,traj_vel,-0.400000,1.581490,0.150000,0.478216,2.209706,1.724907,0.500000,8.000,2.000,0,0
187,935,right_shoulder_pitch,0.698749,0.230107,0.467623,0.500000,0.648749,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.785251,Cruise,traj_vel,-0.400000,1.590217,0.150000,0.493609,2.233826,1.950134,0.500000,8.000,2.000,0,0
188,940,right_shoulder_pitch,0.704119,0.268632,0.470123,0.500000,0.654119,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.779881,Cruise,traj_vel,-0.400000,1.600358,0.150000,0.485891,2.236248,2.003235,0.500000,8.000,2.000,0,0
189,945,right_shoulder_pitch,0.709104,0.207729,0.472623,0.500000,0.659104,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.774896,Cruise,traj_vel,-0.400000,1.609732,0.150000,0.510554,2.270285,1.701103,0.500000,8.000,2.000,0,0
190,950,right_shoulder_pitch,0.715624,0.325890,0.475123,0.500000,0.665624,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.768376,Cruise,traj_vel,-0.400000,1.621929,0.150000,0.469970,2.241899,1.734062,0.500000,8.000,2.000,0,0
191,955,right_shoulder_pitch,0.720226,0.287612,0.477623,0.500000,0.670226,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.763774,Cruise,traj_vel,-0.400000,1.630497,0.150000,0.458671,2.239169,1.615040,0.500000,8.000,2.000,0,0
192,960,right_shoulder_pitch,0.724061,0.239811,0.480123,0.500000,0.674061,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.759939,Cruise,traj_vel,-0.400000,1.637613,0.150000,0.474098,2.261711,1.790825,0.500000,8.000,2.000,0,0
193,965,right_shoulder_pitch,0.729047,0.311489,0.482623,0.500000,0.679047,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.754953,Cruise,traj_vel,-0.400000,1.646825,0.150000,0.449829,2.246654,1.759697,0.500000,8.000,2.000,0,0
194,970,right_shoulder_pitch,0.734416,0.335621,0.485123,0.500000,0.684416,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.749584,Cruise,traj_vel,-0.400000,1.656700,0.150000,0.419561,2.226261,2.021545,0.500000,8.000,2.000,0,0
195,975,right_shoulder_pitch,0.739018,0.287568,0.487623,0.500000,0.689018,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.744982,Cruise,traj_vel,-0.400000,1.665127,0.150000,0.420887,2.236013,2.052677,0.500000,8.000,2.000,0,0
196,980,right_shoulder_pitch,0.742469,0.215756,0.490123,0.500000,0.692469,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.741531,Cruise,traj_vel,-0.400000,1.671423,0.150000,0.457787,2.279211,1.809136,0.500000,8.000,2.000,0,0
